,Incident Day of Week,Incident Category,Intersection,Latitude,Longitude,probability,rate,overnight,openSpaces,numberOfCameras
3714,Tuesday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,,inf,0,0,-1
3715,Sunday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,20,0,1,2,-1
3716,Thursday,Disorderly Conduct,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,30,0,1,2,-1
3717,Thursday,Fraud,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,42,0,1,5,-1
3718,Friday,Sex Offense,22ND ST \ GUERRERO ST,37.75516979,-122.423181,51,0,1,7,-1
3719,Saturday,Malicious Mischief,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,23,0,1,3,-1
3720,Thursday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,26,0,1,3,-1
3721,Wednesday,Traffic Violation Arrest,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,21,0,1,5,-1
3722,Monday,Motor Vehicle Theft,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,33,0,1,3,-1
3723,Sunday,Non-Criminal,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,19,0,1,4,-1
3724,Thursday,Miscellaneous Investigation,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,33,0,1,12,-1
3725,Thursday,Warrant,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,34,0,1,8,-1
3726,Saturday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,51,0,1,7,-1
3727,Saturday,Lost Property,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,23,0,1,3,-1
3728,Saturday,Larceny Theft,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,13,0,1,3,-1
3729,Tuesday,Malicious Mischief,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,42,0,1,4,-1
3730,Tuesday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,21,0,1,5,-1
3731,Wednesday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,38,0,1,3,-1
3732,Monday,Traffic Violation Arrest,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,56,0,1,7,-1
3733,Sunday,Missing Person,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,21,0,1,4,-1
3734,Monday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,35,0,1,8,-1
3735,Saturday,Disorderly Conduct,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,55,0,1,1,-1
3736,Saturday,Larceny Theft,CLINTON PARK \ GUERRERO ST,37.76914818,-122.424475,17,0,1,1,-1
3737,Friday,Traffic Violation Arrest,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,,inf,0,0,-1
3738,Monday,Larceny Theft,GUERRERO ST \ CLINTON PARK,37.76913366,-122.4245708,32,0,1,6,-1
3739,Thursday,Other Miscellaneous,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,11,0,1,1,-1
3740,Friday,Larceny Theft,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,26,0,1,2,-1
3741,Sunday,Motor Vehicle Theft,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,36,0,1,3,-1
3742,Monday,Recovered Vehicle,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,57,0,1,6,-1
3743,Saturday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,28,0,1,3,-1
3744,Tuesday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,37,0,1,4,-1
3745,Thursday,Lost Property,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,44,0,1,5,-1
3746,Monday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,19,0,1,4,-1
3747,Wednesday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,33,0,1,12,-1
3748,Saturday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,34,0,1,8,-1
3749,Monday,Motor Vehicle Theft,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,51,0,1,7,-1
3750,Thursday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,23,0,1,3,-1
3751,Sunday,Disorderly Conduct,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,13,0,1,3,-1
3752,Thursday,Assault,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,42,0,1,4,-1
3753,Wednesday,Missing Person,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,21,0,1,5,-1
3754,Sunday,Malicious Mischief,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,38,0,1,3,-1
3755,Monday,Burglary,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,56,0,1,7,-1
3756,Saturday,Traffic Violation Arrest,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,21,0,1,4,-1
3757,Saturday,Recovered Vehicle,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,35,0,1,8,-1
3758,Sunday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,55,0,1,1,-1
3759,Wednesday,Missing Person,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,17,0,1,1,-1
3760,Tuesday,Larceny Theft,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,,inf,0,0,-1
3761,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,32,0,1,6,-1
3762,Friday,Recovered Vehicle,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,11,0,1,1,-1
3763,Wednesday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,26,0,1,2,-1
3764,Saturday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,36,0,1,3,-1
3765,Saturday,Lost Property,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,57,0,1,6,-1
3766,Saturday,Larceny Theft,22ND ST \ GUERRERO ST,37.75516979,-122.423181,28,0,1,3,-1
3767,Friday,Warrant,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,37,0,1,4,-1
3768,Friday,Suspicious Occ,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,44,0,1,5,-1
3769,Friday,Malicious Mischief,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,60,0,1,12,-1
3770,Tuesday,Burglary,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,30,0,1,3,-1
3771,Wednesday,Burglary,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,43,0,1,4,-1
3772,Thursday,Larceny Theft,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,38,0,1,3,-1
3773,Thursday,Other Miscellaneous,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,43,0,1,6,-1
3774,Tuesday,Suspicious Occ,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,53,0,1,4,-1
3775,Monday,Non-Criminal,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,16,0,1,1,-1
3776,Wednesday,Suspicious Occ,GUERRERO ST \ ALVARADO ST,37.7543752,-122.4230621,43,0,1,2,-1
3777,Tuesday,Traffic Violation Arrest,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,44,0,1,7,-1
3778,Friday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,59,0,1,6,-1
3779,Saturday,Larceny Theft,CLINTON PARK \ GUERRERO ST,37.76914818,-122.424475,41,0,1,10,-1
3780,Friday,Motor Vehicle Theft,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,37,0,1,2,-1
3781,Wednesday,Non-Criminal,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,41,0,1,3,-1
3782,Monday,Larceny Theft,HILL ST \ GUERRERO ST,37.75597097,-122.4232145,81,0,1,10,-1
3783,Tuesday,Larceny Theft,HILL ST \ GUERRERO ST,37.75597097,-122.4232145,41,0,1,3,-1
3784,Wednesday,Suspicious Occ,22ND ST \ GUERRERO ST,37.75516979,-122.423181,72,0,1,11,-1
3785,Monday,Traffic Violation Arrest,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,35,0,1,5,-1
3786,Saturday,Non-Criminal,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,35,0,1,5,-1
3787,Sunday,Burglary,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,50,0,1,4,-1
3788,Saturday,Other Miscellaneous,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,43,0,1,8,-1
3789,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,61,0,1,4,-1
3790,Wednesday,Fraud,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,41,0,1,4,-1
3791,Friday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,14,0,1,1,-1
3792,Friday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,34,0,1,6,-1
3793,Monday,Malicious Mischief,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,48,0,1,6,-1
3794,Sunday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,33,0,1,2,-1
3795,Sunday,Traffic Violation Arrest,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,33,0,1,6,-1
3796,Sunday,Suspicious Occ,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,38,0,1,7,-1
3797,Saturday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,31,0,1,6,-1
3798,Wednesday,Other Miscellaneous,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,37,0,1,5,-1
3799,Wednesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,41,0,1,2,-1
3800,Thursday,Other Miscellaneous,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,43,0,1,9,-1
3801,Friday,Warrant,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,43,0,1,8,-1
3802,Friday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,68,0,1,5,-1
3803,Thursday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,37,0,1,6,-1
3804,Sunday,Malicious Mischief,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,43,0,1,4,-1
3805,Thursday,Suspicious Occ,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,41,0,1,4,-1
3806,Friday,Larceny Theft,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,35,0,1,4,-1
3807,Sunday,Warrant,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,41,0,1,10,-1
3808,Wednesday,Fraud,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,35,0,1,6,-1
3809,Thursday,Suspicious Occ,22ND ST \ GUERRERO ST,37.75516979,-122.423181,34,0,1,6,-1
3810,Tuesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,34,0,1,6,-1
3811,Wednesday,Larceny Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,38,0,1,5,-1
3812,Tuesday,Suspicious Occ,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,32,0,1,4,-1
3813,Sunday,Larceny Theft,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,43,0,1,6,-1
3814,Thursday,Recovered Vehicle,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,38,0,1,7,-1
3815,Wednesday,Burglary,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,16,0,1,1,-1
3816,Sunday,Burglary,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,46,0,1,9,-1
3817,Friday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,44,0,1,7,-1
3818,Wednesday,Other Miscellaneous,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,60,0,1,10,-1
3819,Monday,Vandalism,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,34,0,1,6,-1
3820,Monday,Burglary,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,42,0,1,5,-1
3821,Friday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,30,0,1,2,-1
3822,Thursday,Burglary,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,26,0,1,3,-1
3823,Friday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,47,0,1,4,-1
3824,Thursday,Offences Against The Family And Children,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,47,0,1,3,-1
3825,Thursday,Burglary,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,64,0,1,5,-1
3826,Sunday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,31,0,1,3,-1
3827,Saturday,Malicious Mischief,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,20,0,1,3,-1
3828,Monday,Traffic Violation Arrest,22ND ST \ GUERRERO ST,37.75516979,-122.423181,26,0,1,3,-1
3829,Saturday,Burglary,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,58,0,1,5,-1
3830,Wednesday,Drug Offense,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,44,0,1,5,-1
3831,Tuesday,Recovered Vehicle,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,34,0,1,6,-1
3832,Sunday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,30,0,1,3,-1
3833,Wednesday,Larceny Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,37,0,1,3,-1
3834,Thursday,Malicious Mischief,GUERRERO ST \ CLINTON PARK,37.76913366,-122.4245708,65,0,1,5,-1
3835,Monday,Burglary,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,54,0,1,3,-1
3836,Monday,Fraud,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,40,0,1,5,-1
3837,Tuesday,Larceny Theft,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,30,0,1,8,-1
3838,Wednesday,Other Miscellaneous,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,21,0,1,2,-1
3839,Tuesday,Motor Vehicle Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,42,0,1,4,-1
3840,Tuesday,Recovered Vehicle,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,10,0,1,1,-1
3841,Thursday,Burglary,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,36,0,1,7,-1
3842,Wednesday,Motor Vehicle Theft,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,42,0,1,4,-1
3843,Wednesday,Lost Property,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,13,0,1,3,-1
3844,Sunday,Other Miscellaneous,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,56,0,1,7,-1
3845,Monday,Burglary,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,33,0,1,12,-1
3846,Monday,Fraud,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,38,0,1,3,-1
3847,Wednesday,Recovered Vehicle,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,37,0,1,4,-1
3848,Tuesday,Malicious Mischief,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,17,0,1,1,-1
3849,Sunday,Motor Vehicle Theft,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,34,0,1,8,-1
3850,Sunday,Miscellaneous Investigation,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,35,0,1,8,-1
3851,Monday,Other Miscellaneous,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,43,0,1,6,-1
3852,Monday,Burglary,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,19,0,1,4,-1
3853,Thursday,Recovered Vehicle,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,26,0,1,2,-1
3854,Sunday,Non-Criminal,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,21,0,1,4,-1
3855,Tuesday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,51,0,1,7,-1
3856,Thursday,Fraud,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,23,0,1,3,-1
3857,Saturday,Other Miscellaneous,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,37,0,1,2,-1
3858,Tuesday,Non-Criminal,HILL ST \ GUERRERO ST,37.75597097,-122.4232145,55,0,1,6,-1
3859,Saturday,Burglary,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,21,0,1,5,-1
3860,Saturday,Recovered Vehicle,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,47,0,1,11,-1
3861,Friday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,23,0,1,4,-1
3862,Friday,Assault,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,43,0,1,4,-1
3863,Tuesday,Motor Vehicle Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,42,0,1,5,-1
3864,Monday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,30,0,1,2,-1
3865,Wednesday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,26,0,1,3,-1
3866,Sunday,Missing Person,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,47,0,1,4,-1
3867,Tuesday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,47,0,1,3,-1
3868,Monday,Vandalism,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,64,0,1,5,-1
3869,Saturday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,31,0,1,3,-1
3870,Friday,Assault,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,20,0,1,3,-1
3871,Tuesday,Non-Criminal,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,26,0,1,3,-1
3872,Sunday,Stolen Property,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,58,0,1,5,-1
3873,Monday,Larceny Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,44,0,1,5,-1
3874,Saturday,Traffic Collision,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,34,0,1,6,-1
3875,Saturday,Recovered Vehicle,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,30,0,1,3,-1
3876,Tuesday,Malicious Mischief,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,37,0,1,3,-1
3877,Friday,Burglary,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,65,0,1,5,-1
3878,Saturday,Missing Person,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,54,0,1,3,-1
3879,Friday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,40,0,1,5,-1
3880,Sunday,Other,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,30,0,1,8,-1
3881,Wednesday,Other Miscellaneous,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,21,0,1,2,-1
3882,Friday,Non-Criminal,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,42,0,1,4,-1
3883,Saturday,Suspicious Occ,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,10,0,1,1,-1
3884,Friday,Burglary,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,36,0,1,7,-1
3885,Monday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,37,0,1,2,-1
3886,Friday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,55,0,1,6,-1
3887,Tuesday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,47,0,1,11,-1
3888,Wednesday,Fraud,HILL ST \ GUERRERO ST,37.75597097,-122.4232145,46,0,1,10,-1
3889,Friday,Larceny Theft,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,43,0,1,4,-1
3890,Thursday,Motor Vehicle Theft,22ND ST \ GUERRERO ST,37.75516979,-122.423181,37,0,1,4,-1
3891,Wednesday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,31,0,1,4,-1
3892,Wednesday,Larceny Theft,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,43,0,1,6,-1
3893,Saturday,Motor Vehicle Theft,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,33,0,1,15,-1
3894,Thursday,Motor Vehicle Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,45,0,1,3,-1
3895,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,28,0,1,2,-1
3896,Monday,Assault,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,42,0,1,4,-1
3897,Friday,Robbery,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,13,0,1,3,-1
3898,Sunday,Other Miscellaneous,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,56,0,1,7,-1
3899,Tuesday,Larceny Theft,22ND ST \ GUERRERO ST,37.75516979,-122.423181,38,0,1,3,-1
3900,Sunday,Malicious Mischief,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,24,0,1,2,-1
3901,Wednesday,Malicious Mischief,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,50,0,1,3,-1
3902,Thursday,Larceny Theft,GUERRERO ST \ ALVARADO ST,37.7543752,-122.4230621,34,0,1,5,-1
3903,Friday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,35,0,1,4,-1
3904,Friday,Assault,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,38,0,1,7,-1
3905,Tuesday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,46,0,1,9,-1
3906,Sunday,Recovered Vehicle,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,48,0,1,11,-1
3907,Monday,Malicious Mischief,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,40,0,1,2,-1
3908,Wednesday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,43,0,1,9,-1
3909,Friday,Non-Criminal,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,30,0,1,4,-1
3910,Saturday,Other Miscellaneous,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,75,0,1,11,-1
3911,Saturday,Malicious Mischief,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,43,0,1,4,-1
3912,Tuesday,Burglary,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,32,0,1,4,-1
3913,Monday,Case Closure,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,38,0,1,7,-1
3914,Tuesday,Non-Criminal,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,12,0,1,1,-1
3915,Friday,Offences Against The Family And Children,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,50,0,1,8,-1
3916,Thursday,Non-Criminal,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,44,0,1,4,-1
3917,Monday,Motor Vehicle Theft,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,17,0,1,2,-1
3918,Monday,Burglary,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,,inf,0,0,-1
3919,Tuesday,Fraud,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,33,0,1,6,-1
3920,Thursday,Burglary,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,40,0,1,3,-1
3921,Friday,Larceny Theft,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,37,0,1,5,-1
3922,Wednesday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,37,0,1,5,-1
3923,Saturday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,35,0,1,6,-1
3924,Monday,Larceny Theft,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,41,0,1,2,-1
3925,Thursday,Non-Criminal,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,70,0,1,21,-1
3926,Monday,Lost Property,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,42,0,1,4,-1
3927,Thursday,Burglary,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,13,0,1,3,-1
3928,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,56,0,1,7,-1
3929,Thursday,Warrant,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,33,0,1,12,-1
3930,Monday,Burglary,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,38,0,1,3,-1
3931,Thursday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,37,0,1,4,-1
3932,Thursday,Burglary,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,17,0,1,1,-1
3933,Friday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,34,0,1,8,-1
3934,Wednesday,Non-Criminal,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,35,0,1,8,-1
3935,Saturday,Burglary,GUERRERO ST \ ALVARADO ST,37.7543752,-122.4230621,43,0,1,6,-1
3936,Sunday,Burglary,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,19,0,1,4,-1
3937,Saturday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,26,0,1,2,-1
3938,Tuesday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,21,0,1,4,-1
3939,Friday,Fraud,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,51,0,1,7,-1
3940,Tuesday,Non-Criminal,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,23,0,1,3,-1
3941,Monday,Suspicious Occ,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,37,0,1,2,-1
3942,Friday,Motor Vehicle Theft,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,55,0,1,6,-1
3943,Saturday,Motor Vehicle Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,21,0,1,5,-1
3944,Wednesday,Malicious Mischief,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,47,0,1,11,-1
3945,Monday,Offences Against The Family And Children,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,23,0,1,4,-1
3946,Saturday,Malicious Mischief,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,43,0,1,4,-1
3947,Thursday,Burglary,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,57,0,1,6,-1
3948,Thursday,Burglary,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,28,0,1,3,-1
3949,Monday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,36,0,1,3,-1
3950,Monday,Larceny Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,54,0,1,3,-1
3951,Thursday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,40,0,1,5,-1
3952,Friday,Burglary,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,,inf,0,0,-1
3953,Tuesday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,32,0,1,6,-1
